masse_A
t;x;y
2,461100000E1;2,350502614E-1;5,053841225E-1
2,464400000E1;2,289725814E-1;5,188376792E-1
2,467700000E1;2,251627715E-1;5,215029565E-1
2,471000000E1;2,234989602E-1;5,258108500E-1
2,474300000E1;2,228366150E-1;5,382364469E-1
2,480900000E1;2,089379622E-1;5,775585597E-1
2,484200000E1;2,061826060E-1;5,829368032E-1
2,487500000E1;2,039571260E-1;5,894012928E-1
2,490800000E1;2,027649045E-1;6,007406435E-1
2,494100000E1;2,015832806E-1;6,109990467E-1
2,497400000E1;1,992942154E-1;6,239492211E-1
2,500700000E1;1,963957926E-1;6,439202551E-1
2,504000000E1;1,950658033E-1;6,693119226E-1
2,507300000E1;1,950287120E-1;6,730952387E-1
2,510600000E1;1,922309657E-1;6,827972719E-1
2,513900000E1;1,921620817E-1;6,898234303E-1
2,517200000E1;1,930787676E-1;7,065887133E-1
2,520500000E1;1,924111236E-1;7,195547839E-1
2,523800000E1;1,971588143E-1;7,314928947E-1
2,527100000E1;1,979642261E-1;7,596081259E-1
2,533700000E1;1,956645634E-1;7,736392477E-1
2,537000000E1;2,014508115E-1;7,899117458E-1
2,540300000E1;2,174583716E-1;8,111491839E-1
2,546900000E1;2,137333419E-1;8,603005003E-1
2,556800000E1;2,163191377E-1;8,722174160E-1
2,560100000E1;2,237321058E-1;8,879653367E-1
2,563400000E1;2,349336886E-1;9,032098750E-1
2,566700000E1;2,381023483E-1;9,108082997E-1
2,570000000E1;2,406192603E-1;9,297513738E-1
2,573300000E1;2,420870173E-1;9,454410081E-1
2,576600000E1;2,463207282E-1;9,546714515E-1
2,579900000E1;2,598007787E-1;1,013180382E0
2,593200000E1;2,585767647E-1;1,027762575E0
2,596500000E1;2,681993165E-1;1,038667427E0
2,599800000E1;2,751512922E-1;1,046302943E0
2,603100000E1;2,836875978E-1;1,057737671E0
2,609700000E1;2,878312297E-1;1,076156168E0
2,613000000E1;3,022809537E-1;1,090892025E0
2,622900000E1;3,092435270E-1;1,097446594E0
2,626200000E1;3,129579591E-1;1,104509843E0
2,632800000E1;3,193959550E-1;1,109437692E0
2,636100000E1;3,193906562E-1;1,109978166E0
2,639400000E1;3,209961811E-1;1,111615483E0
2,642700000E1;3,209908823E-1;1,112155957E0
2,656000000E1;3,052641567E-1;1,117407030E0
2,659300000E1;2,976710308E-1;1,120035216E0
2,662600000E1;2,933260459E-1;1,122154721E0
2,665900000E1;2,922556960E-1;1,121063176E0
2,669200000E1;2,836240127E-1;1,119356975E0
2,672500000E1;2,782033792E-1;1,120925408E0
2,679100000E1;2,760414843E-1;1,120904213E0
2,682600000E1;2,690153258E-1;1,120835329E0
2,699000000E1;2,760308867E-1;1,121985161E0
2,702300000E1;2,738636931E-1;1,122504439E0
2,705600000E1;2,738636931E-1;1,122504439E0
2,708900000E1;2,738636931E-1;1,122504439E0
2,712200000E1;2,738636931E-1;1,122504439E0
2,715500000E1;2,738636931E-1;1,122504439E0
2,718800000E1;2,738742906E-1;1,121423492E0
2,722100000E1;2,744624532E-1;1,116564527E0
2,725400000E1;2,755539982E-1;1,115494177E0
2,728700000E1;2,772284070E-1;1,110105336E0
2,732000000E1;2,788869195E-1;1,106337916E0
2,735300000E1;2,815574955E-1;1,109607253E0
2,741900000E1;2,815574955E-1;1,109607253E0
2,745200000E1;2,837352867E-1;1,108007026E0
2,748500000E1;2,837352867E-1;1,108007026E0
2,751800000E1;2,837352867E-1;1,108007026E0
2,755100000E1;2,842757604E-1;1,108012325E0
2,758400000E1;2,848162341E-1;1,108017624E0
2,761700000E1;2,848162341E-1;1,108017624E0
2,765000000E1;2,880908691E-1;1,104806574E0
2,768300000E1;2,891877128E-1;1,103195751E0
2,771600000E1;2,891877128E-1;1,103195751E0
2,774900000E1;2,891877128E-1;1,103195751E0
2,778200000E1;2,891930116E-1;1,102655277E0
2,781500000E1;2,891930116E-1;1,102655277E0
2,784800000E1;2,902898553E-1;1,101044453E0
2,791400000E1;2,902951541E-1;1,100503979E0
2,794700000E1;2,913814003E-1;1,099974103E0
2,798000000E1;2,913814003E-1;1,099974103E0
2,801300000E1;2,913814003E-1;1,099974103E0
2,804600000E1;2,913814003E-1;1,099974103E0
2,807900000E1;2,919377703E-1;1,098357981E0
2,811200000E1;2,935803865E-1;1,096211982E0
2,814500000E1;2,941261590E-1;1,095676807E0
2,817800000E1;2,968285276E-1;1,095703301E0
2,821100000E1;2,984499488E-1;1,095719197E0
2,824400000E1;2,984499488E-1;1,095719197E0
2,827700000E1;2,984499488E-1;1,095719197E0
2,831000000E1;2,990010200E-1;1,094643549E0
2,834300000E1;3,001031625E-1;1,092492251E0
2,844300000E1;3,001031625E-1;1,092492251E0
2,847600000E1;3,039659600E-1;1,084422237E0
2,850900000E1;3,034042913E-1;1,086578833E0
2,854200000E1;3,034042913E-1;1,086578833E0
2,857500000E1;3,055714849E-1;1,086059554E0
2,860800000E1;3,066577311E-1;1,085529678E0
2,864100000E1;3,066577311E-1;1,085529678E0
2,870700000E1;3,077757699E-1;1,081756959E0
2,874000000E1;3,077757699E-1;1,081756959E0
2,877300000E1;3,088726136E-1;1,080146136E0
2,880600000E1;3,099641586E-1;1,079075786E0
2,883900000E1;3,121419498E-1;1,077475560E0
2,887200000E1;3,132334948E-1;1,076405210E0
2,890500000E1;3,143250397E-1;1,075334860E0
2,893800000E1;3,165081297E-1;1,073194160E0
2,897100000E1;3,186912196E-1;1,071053460E0
2,900400000E1;3,186912196E-1;1,071053460E0
2,903700000E1;3,187071159E-1;1,069432039E0
2,907000000E1;3,187124147E-1;1,068891565E0
2,910300000E1;3,187177134E-1;1,068351092E0
2,913600000E1;3,187177134E-1;1,068351092E0
2,916900000E1;3,192475896E-1;1,069437338E0
2,920100000E1;3,192475896E-1;1,069437338E0
2,923400000E1;3,203285371E-1;1,069447935E0
2,926700000E1;3,203285371E-1;1,069447935E0
2,930000000E1;3,203285371E-1;1,069447935E0
2,933300000E1;3,219499583E-1;1,069463832E0
2,936600000E1;3,235713794E-1;1,069479728E0
2,939900000E1;3,290079093E-1;1,066289873E0
2,943200000E1;3,295536817E-1;1,065754698E0
2,946500000E1;3,317632655E-1;1,060911630E0
2,953100000E1;3,328601092E-1;1,059300806E0
2,956400000E1;3,328654080E-1;1,058760332E0
2,959700000E1;3,334217780E-1;1,057144210E0
2,963000000E1;3,334164792E-1;1,057684684E0
2,966300000E1;3,334164792E-1;1,057684684E0
2,969600000E1;3,334164792E-1;1,057684684E0
2,972900000E1;3,334111805E-1;1,058225157E0
2,976200000E1;3,334111805E-1;1,058225157E0
2,979500000E1;3,334111805E-1;1,058225157E0
2,982800000E1;3,334111805E-1;1,058225157E0
2,986100000E1;3,334111805E-1;1,058225157E0
2,989400000E1;3,334111805E-1;1,058225157E0
2,992700000E1;3,388159177E-1;1,058278145E0
2,996000000E1;3,393669890E-1;1,057202496E0
2,999300000E1;3,399074627E-1;1,057207795E0
3,002600000E1;3,399127615E-1;1,056667321E0
3,005900000E1;3,399127615E-1;1,056667321E0
3,009200000E1;3,399127615E-1;1,056667321E0
3,012500000E1;3,399127615E-1;1,056667321E0
3,015800000E1;3,405221191E-1;1,049646462E0
3,019100000E1;3,394358729E-1;1,050176338E0
3,022400000E1;3,437861565E-1;1,047516359E0
3,025700000E1;3,443266302E-1;1,047521658E0
3,029000000E1;3,437702602E-1;1,049137781E0
3,032300000E1;3,464938239E-1;1,047002379E0
3,035600000E1;3,503036337E-1;1,044337102E0
3,038900000E1;3,519250549E-1;1,044352998E0
3,042200000E1;3,541346387E-1;1,039509930E0
3,045500000E1;3,546857099E-1;1,038434281E0
3,048800000E1;3,546751124E-1;1,039515229E0
3,052100000E1;3,552102874E-1;1,040061001E0
3,055400000E1;3,573668835E-1;1,040622670E0
3,058700000E1;3,584478309E-1;1,040633268E0
3,062000000E1;3,584584285E-1;1,039552320E0
3,068600000E1;3,623802983E-1;1,037656187E0
3,071900000E1;3,634016503E-1;1,037666200E0
3,075200000E1;3,709049159E-1;1,036377828E0
3,078500000E1;3,699136037E-1;1,033303759E0
3,081800000E1;3,709649954E-1;1,030249716E0
3,085100000E1;3,747166283E-1;1,029605530E0
3,088400000E1;3,768093985E-1;1,024518797E0
3,091700000E1;3,768127363E-1;1,024178346E0
3,095000000E1;3,778507770E-1;1,022486106E0
3,098300000E1;3,792426194E-1;1,019435401E0
3,101600000E1;3,819996023E-1;1,016057596E0
3,104900000E1;3,833647427E-1;1,015730497E0
3,108200000E1;3,840189420E-1;1,018460777E0
3,111500000E1;3,843727437E-1;1,017102313E0
3,114800000E1;3,854041089E-1;1,016090974E0
3,118100000E1;3,888353175E-1;1,013400746E0
3,121400000E1;3,922631884E-1;1,011050969E0
3,124700000E1;3,950001448E-1;1,009715868E0
3,128000000E1;3,967190868E-1;1,008030304E0
3,131300000E1;3,967190868E-1;1,008030304E0
3,134600000E1;3,967291001E-1;1,007008952E0
3,137900000E1;3,967424511E-1;1,005647149E0
3,141200000E1;3,977804919E-1;1,003954909E0
3,144500000E1;3,981276180E-1;1,003277345E0
3,147800000E1;3,984780819E-1;1,002259331E0
3,151100000E1;3,995094472E-1;1,001247992E0
3,154400000E1;4,005441502E-1;9,998962031E-1
3,157700000E1;4,026135562E-1;9,971926243E-1
3,161000000E1;4,046862999E-1;9,941485948E-1
3,164300000E1;4,064085798E-1;9,921225796E-1
3,167600000E1;4,070994943E-1;9,911079031E-1
3,170900000E1;4,070994943E-1;9,911079031E-1
3,174200000E1;4,070994943E-1;9,911079031E-1
3,177500000E1;4,077904089E-1;9,900932266E-1
3,180800000E1;4,081341973E-1;9,897561137E-1
3,184100000E1;4,088618272E-1;9,849964799E-1
3,187400000E1;4,105841070E-1;9,829704647E-1
3,190700000E1;4,123063868E-1;9,809444494E-1
3,194000000E1;4,147162435E-1;9,782442084E-1
3,197300000E1;4,174765641E-1;9,745259531E-1
3,200500000E1;4,179072084E-1;9,765048102E-1
3,203800000E1;4,179072084E-1;9,765048102E-1
3,207100000E1;4,205396865E-1;9,705249638E-1
3,210400000E1;4,231805750E-1;9,636872492E-1
3,213700000E1;4,275035582E-1;9,602978285E-1
3,217000000E1;4,283698369E-1;9,594483707E-1
3,220300000E1;4,318685937E-1;9,526190666E-1
3,223600000E1;4,327769248E-1;9,474802675E-1
3,226900000E1;4,353757610E-1;9,449318942E-1
3,230200000E1;4,424069166E-1;9,278418128E-1
3,233500000E1;4,441815264E-1;9,218535560E-1
3,236800000E1;4,468140045E-1;9,158737096E-1
3,240100000E1;4,494212511E-1;9,124674680E-1
3,243400000E1;4,503127613E-1;9,090444054E-1
3,246700000E1;4,538535704E-1;8,979257600E-1
3,250000000E1;4,556197698E-1;8,927953714E-1
3,253300000E1;4,668393409E-1;8,860417615E-1
3,256600000E1;4,686644136E-1;8,749062951E-1
3,259900000E1;4,756282853E-1;8,646791598E-1
3,263200000E1;4,817006469E-1;8,578750870E-1
3,266500000E1;4,938285491E-1;8,459826781E-1
3,269800000E1;4,930716065E-1;8,356798485E-1
3,273100000E1;4,922810221E-1;8,288084920E-1
3,276400000E1;4,949303211E-1;8,211129091E-1
3,279700000E1;4,993205881E-1;8,108605424E-1
3,283000000E1;5,063096912E-1;7,980598023E-1
3,286300000E1;5,098589109E-1;7,860832886E-1
3,289600000E1;5,168396035E-1;7,741404168E-1
3,292900000E1;5,229792489E-1;7,604733980E-1
3,296200000E1;5,274367997E-1;7,433580852E-1
3,299500000E1;5,318859399E-1;7,271006407E-1
3,302800000E1;5,371340751E-1;7,168566845E-1
3,306100000E1;5,372686427E-1;7,031307924E-1
3,309400000E1;5,451576665E-1;6,860491215E-1
3,312700000E1;5,522897477E-1;6,586646210E-1
3,319300000E1;5,559062511E-1;6,398251613E-1
3,322600000E1;5,657633256E-1;5,970242636E-1
3,332500000E1;5,718272767E-1;5,910780592E-1
3,335800000E1;5,772183900E-1;5,662503426E-1
3,339100000E1;5,782276467E-1;5,508171244E-1
3,342400000E1;5,828449965E-1;5,174023148E-1
3,349000000E1;5,936776858E-1;4,625996720E-1
3,358900000E1;5,989678734E-1;4,480663745E-1
3,362200000E1;5,931225946E-1;4,317080043E-1
3,365500000E1;5,994388599E-1;4,000257521E-1
3,372100000E1;6,005238109E-1;3,768717196E-1
3,375400000E1;5,997752788E-1;3,657110218E-1
3,378700000E1;5,991613143E-1;3,408244319E-1
3,382000000E1;5,985557602E-1;3,150799737E-1
3,385300000E1;6,038543583E-1;2,996888079E-1
3,388600000E1;5,945860169E-1;2,824389276E-1
3,391900000E1;5,972437264E-1;2,738854764E-1
3,395200000E1;6,000528245E-1;2,498903967E-1
3,398500000E1;5,925338615E-1;2,292258642E-1
3,401800000E1;5,886818648E-1;1,845746625E-1
3,411700000E1;5,838122009E-1;1,562145472E-1
3,415000000E1;5,696405537E-1;1,140360246E-1
3,424900000E1;5,672267479E-1;9,771129628E-2
3,428200000E1;5,605320113E-1;8,048664736E-2
3,431500000E1;5,445689334E-1;4,601211810E-2
3,438100000E1;5,345015971E-1;2,274874949E-2
3,441400000E1;5,286647287E-1;5,532511039E-3
3,444700000E1;5,193122826E-1;-3,138686733E-3
3,448000000E1;5,100691727E-1;-2,296217184E-2
3,451300000E1;5,015493634E-1;-2,905135437E-2
3,454600000E1;4,853423818E-1;-3,864770419E-2
3,457900000E1;4,624406635E-1;-6,546870292E-2
3,464500000E1;4,471167815E-1;-7,763024703E-2
3,467800000E1;4,300351106E-1;-8,551927081E-2
3,471100000E1;4,164101442E-1;-9,594825746E-2
3,474400000E1;4,019188990E-1;-1,055277863E-1
3,477700000E1;3,925916843E-1;-1,167725889E-1
3,481000000E1;3,815235017E-1;-1,254606076E-1
3,484300000E1;3,738531503E-1;-1,306835114E-1
3,487600000E1;3,662500826E-1;-1,427693612E-1
3,490900000E1;3,560397682E-1;-1,514489695E-1
3,494200000E1;3,484030586E-1;-1,601033463E-1
3,497500000E1;3,364685973E-1;-1,679419072E-1
3,500800000E1;3,177216528E-1;-1,809949615E-1
3,507400000E1;3,049545546E-1;-1,914155377E-1
3,510700000E1;3,032388181E-1;-1,914323586E-1
3,514000000E1;2,836340053E-1;-2,044938234E-1
3,517300000E1;2,827845475E-1;-2,053601021E-1
3,520600000E1;2,793867163E-1;-2,088252170E-1
3,523900000E1;2,735162061E-1;-2,226099824E-1
3,527200000E1;2,650048073E-1;-2,295570332E-1
3,530500000E1;2,342981700E-1;-2,478750436E-1
3,543800000E1;2,300508811E-1;-2,522064373E-1
3,547100000E1;2,172585515E-1;-2,600534087E-1
3,550400000E1;2,113375784E-1;-2,686909646E-1
3,553700000E1;2,079313368E-1;-2,712982113E-1
3,557000000E1;2,079313368E-1;-2,712982113E-1
3,560300000E1;2,053829635E-1;-2,738970474E-1
3,563600000E1;1,960221069E-1;-2,817103770E-1
3,570200000E1;1,848950510E-1;-2,843933179E-1
3,580100000E1;1,814467570E-1;-2,827112233E-1
3,583400000E1;1,823634986E-1;-2,887078906E-1
3,586700000E1;1,848193567E-1;-2,766725036E-1
3,590000000E1;1,780068735E-1;-2,818869969E-1
3,593300000E1;1,685787332E-1;-2,828373804E-1
3,596600000E1;1,693777281E-1;-2,768238921E-1
3,599800000E1;1,651304392E-1;-2,811552857E-1
3,603100000E1;1,676872230E-1;-2,794143178E-1
3,606400000E1;1,581665675E-1;-2,709281504E-1
3,616300000E1;1,641716453E-1;-2,708692771E-1
3,619600000E1;1,555593208E-1;-2,675219088E-1
3,622900000E1;1,667031977E-1;-2,665547044E-1
3,626200000E1;1,564087786E-1;-2,666556301E-1
3,629500000E1;1,520773849E-1;-2,624083412E-1
3,632800000E1;1,495206011E-1;-2,641493091E-1
3,639400000E1;1,495206011E-1;-2,641493091E-1
3,642700000E1;1,495206011E-1;-2,641493091E-1
3,646000000E1;1,495206011E-1;-2,641493091E-1
3,962700000E1;1,350882293E-1;-2,797339158E-1
4,078200000E1;1,744071910E-1;-2,647632736E-1
4,081500000E1;1,795964529E-1;-2,690021521E-1
4,084800000E1;1,873088568E-1;-2,680685896E-1
4,088100000E1;1,873088568E-1;-2,680685896E-1
4,091400000E1;1,847352520E-1;-2,680938210E-1
4,094700000E1;1,847184311E-1;-2,663780845E-1
4,101300000E1;1,855762993E-1;-2,663696740E-1
4,104600000E1;1,872920358E-1;-2,663528531E-1
4,107900000E1;1,872920358E-1;-2,663528531E-1
4,111200000E1;1,872920358E-1;-2,663528531E-1
4,121200000E1;1,881499041E-1;-2,663444426E-1
4,124500000E1;1,890077723E-1;-2,663360321E-1
4,127800000E1;1,890077723E-1;-2,663360321E-1
4,131100000E1;1,932634717E-1;-2,628625067E-1
4,141100000E1;2,009506441E-1;-2,593553394E-1
4,144400000E1;2,052315750E-1;-2,584554188E-1
4,147700000E1;2,086378166E-1;-2,558481722E-1
4,151000000E1;2,086378166E-1;-2,558481722E-1
4,154300000E1;2,120104163E-1;-2,498094525E-1
4,157600000E1;2,042559601E-1;-2,464536737E-1
4,160900000E1;2,016907658E-1;-2,473367734E-1
4,164200000E1;2,034233232E-1;-2,490356889E-1
4,167500000E1;2,042307287E-1;-2,438800689E-1
4,170800000E1;2,085453014E-1;-2,464116213E-1
4,174100000E1;2,128094112E-1;-2,437959642E-1
4,177400000E1;2,153493741E-1;-2,403392597E-1
4,180700000E1;2,153325532E-1;-2,386235232E-1
4,184000000E1;2,195966630E-1;-2,360078661E-1
4,187300000E1;2,213123995E-1;-2,359910452E-1
4,190600000E1;2,246513574E-1;-2,265208524E-1
4,193900000E1;2,246681783E-1;-2,282365889E-1
4,197200000E1;2,263334520E-1;-2,230725585E-1
4,200500000E1;2,297144622E-1;-2,178917070E-1
4,203800000E1;2,331291142E-1;-2,161423286E-1
4,207100000E1;2,373848136E-1;-2,126688032E-1
4,210400000E1;2,287724892E-1;-2,093214349E-1
4,213700000E1;2,347102832E-1;-2,023996156E-1
4,217000000E1;2,364091988E-1;-2,006670581E-1
4,220300000E1;2,372502461E-1;-1,989429111E-1
4,223600000E1;2,406480772E-1;-1,954777962E-1
4,226900000E1;2,457532344E-1;-1,911379921E-1
4,230200000E1;2,474521499E-1;-1,894054346E-1
4,233500000E1;2,491342446E-1;-1,859571406E-1
4,240100000E1;2,499080081E-1;-1,773700476E-1
4,246700000E1;2,541637075E-1;-1,738965222E-1
4,250000000E1;2,626751063E-1;-1,669494714E-1
4,253300000E1;2,626666958E-1;-1,660916032E-1
4,256600000E1;2,668467009E-1;-1,548972635E-1
4,259900000E1;2,659720117E-1;-1,531899374E-1
4,263200000E1;2,668382905E-1;-1,540393952E-1
4,266500000E1;2,702529425E-1;-1,522900168E-1
4,269800000E1;2,711108108E-1;-1,522816063E-1
4,273100000E1;2,711108108E-1;-1,522816063E-1
4,276400000E1;2,736507737E-1;-1,488249019E-1
4,279700000E1;2,762243784E-1;-1,487996705E-1
4,282900000E1;2,787895727E-1;-1,479165708E-1
4,286200000E1;2,787643413E-1;-1,453429660E-1
4,289500000E1;2,787306994E-1;-1,419114930E-1
4,292800000E1;2,812370204E-1;-1,350233155E-1
4,306100000E1;2,828938836E-1;-1,290014168E-1
4,309400000E1;2,853833837E-1;-1,203975028E-1
4,312700000E1;2,879065256E-1;-1,152250618E-1
4,316000000E1;2,920949412E-1;-1,048885904E-1
4,319300000E1;2,990083501E-1;-1,099685161E-1
4,322600000E1;3,015651339E-1;-1,082275482E-1
4,325900000E1;3,015651339E-1;-1,082275482E-1
4,329200000E1;3,015651339E-1;-1,082275482E-1
4,332500000E1;3,032472285E-1;-1,047792542E-1
4,335800000E1;3,032051762E-1;-1,004899129E-1
4,339100000E1;3,040378130E-1;-9,790789769E-2
4,342400000E1;3,057199076E-1;-9,445960372E-2
4,345700000E1;3,057199076E-1;-9,445960372E-2
4,352300000E1;3,056862657E-1;-9,102813069E-2
4,355600000E1;3,056610343E-1;-8,845452592E-2
4,358900000E1;3,056610343E-1;-8,845452592E-2
4,362200000E1;3,056610343E-1;-8,845452592E-2
4,365500000E1;3,038275512E-1;-7,646119127E-2
4,368800000E1;3,054844144E-1;-7,043929253E-2
4,382100000E1;3,062497674E-1;-6,099433123E-2
4,385400000E1;3,036256998E-1;-5,587235311E-2
4,388700000E1;3,001942268E-1;-5,590599500E-2
4,392000000E1;3,001942268E-1;-5,590599500E-2
4,395300000E1;3,001942268E-1;-5,590599500E-2
4,398600000E1;3,001942268E-1;-5,590599500E-2
4,408600000E1;2,873093820E-1;-5,431641558E-2
4,411900000E1;2,803791522E-1;-4,752075331E-2
4,415200000E1;2,794540001E-1;-4,066621773E-2
4,418500000E1;2,794540001E-1;-4,066621773E-2
4,421800000E1;2,794540001E-1;-4,066621773E-2
4,425100000E1;2,794540001E-1;-4,066621773E-2
4,428400000E1;2,794540001E-1;-4,066621773E-2
4,431700000E1;2,794540001E-1;-4,066621773E-2
4,435000000E1;2,794540001E-1;-4,066621773E-2
4,438300000E1;2,794540001E-1;-4,066621773E-2
4,441600000E1;2,760309376E-1;-4,155772788E-2
4,444900000E1;2,760309376E-1;-4,155772788E-2
4,448200000E1;2,726246960E-1;-4,416497455E-2
4,451500000E1;2,683858175E-1;-4,935423645E-2
4,454800000E1;2,683858175E-1;-4,935423645E-2
4,458100000E1;2,632722499E-1;-5,283617232E-2
4,461400000E1;2,641301181E-1;-5,282776184E-2
4,464700000E1;2,700763226E-1;-4,676381074E-2
4,468000000E1;2,684110489E-1;-5,192784122E-2
4,471300000E1;2,684110489E-1;-5,192784122E-2
4,474500000E1;2,684110489E-1;-5,192784122E-2
4,477800000E1;2,598828292E-1;-5,715915549E-2
4,481100000E1;2,547944930E-1;-6,321469613E-2
